XGL -> DVU,NVR,IIT,DF,CHH
IZU -> ULH,BR,LKK,HKK,DOA
NVK -> PSH,KIH,KGR,EAR,US
ZJH -> TQM,FJI,DVA,JML,YOF
PRP -> UZS,HNP,KOT,LCK,EBP
XFA -> FOC,PFX,WOU,SYB,QWR
AAR -> MM,NAQ,XNV,KKE,CZE
ZWZ -> GGR,HUG,OEL,OZE,USU
TRL -> ZJD,ZNI,ATU,WRB,TQA
RIU -> UJW,CIQ,WVP,GKT,GLV
CMG -> FRB,QDQ,SHA,YJF,MFH
MCE -> PHL,IMY,OQJ,CFM,UXE
SLF -> HPI,IWV,QVZ,CKX,DJG
CHJ -> PGI,MFO,HIK,QOM,YDE
QO  -> FQU,FVL,YDJ,ROV,DFP
LLU -> ZWG,BYI,ZOI,DVU,VWM
QQS -> AYY,YBL,FPS,PTI,DSV
CFM -> TWS,QER,SNL,QDP,BWC
CBV -> BEL,MQ,BTD,NSR,DOZ
PFW -> KOR,VEE,FJO,ZVI,GUE
LYX -> PPV,PBE,TCR,LWK,OHV
IJN -> JBQ,GAB,ZTU,VBB,AOK
JUS -> XQW,NAK,ACX,MYK,QQ
TTQ -> GOQ,CHK,VZF,GIA,DPW
DGQ -> NNQ,JQM,PKQ,QGW,AUZ
YFM -> OUZ,PEX,SXU,RBG,ROO
WSQ -> ENT,TFA,SK,ELW,MEQ
LPY -> ZFA,KSV,KNI,VJO,BZH
SSU -> PFR,MDK,DJK,AXC,ZYW
NBR -> ZKS,SSE,SKD,SAS,YZW
YVC -> KRP,XSH,YGP,YFO,YYF
FR  -> UIT,PAR,RMG,IY,JHI
MYB -> PDY,AKU,WI,HFM,INA
SSZ -> BCC,SHJ,XII,CBR,RAK
FYX -> LMF,TUK,VTK,DLT,XBL
GGF -> IRN,IUG,INJ,ZYI,YXZ
JFN -> GIE,YXB,LDM,CIM,PEI
EAI -> CCT,JGH,GXZ,DO,AXS
GXL -> QCI,UZU,NGU,UO,TDQ
IDR -> UP,LVK,LVL,XZC,OJR
GEB -> QZO,OAU,MNZ,MUF,TEK
QK  -> SSY,MJI,YDF,TNT,FBP
JUX -> GNA,NVP,RM,TZF,AQ
RXG -> JWV,WGU,LXG,FER,MKZ
VVV -> XZH,RKK,SSM,GCN,LJS
BKT -> ZLN,SUX,SCF,SPE,IAY
RC  -> KBF,BJ,IFB,KSN,IWD
QOA -> ACS,WDB,JMT,YAP,KLW
ZRP -> WIQ,DCU,BNV,PWC,OCV
EKJ -> SQW,GVP,XRN,ODH,JZJ
UIP -> KLB,XTI,SCI,PZI,TWB
RDD -> EHB,SWG,GNI,UNR,FGX
FBA -> TD,RDQ,KCI,AMI,DMH
NIG -> PYG,IJP,WWO,UNK,VRK
AVR -> QHX,HTZ,WDX,YCY,WMK
JRP -> BEK,YIZ,NJG,YJK,IWB
TAJ -> KFK,AIR,STJ,OIU,EHC
UGE -> VFW,XOT,IRD,MEU,FTH
AFI -> HXN,PNZ,CGR,UHF,VNT
YRZ -> OVU,VWM,STP,GSH,EWJ
ZQW -> WUF,ZUS,VQL,DDS,AGL
ANA -> QLJ,BYI,JOR,ZQB,PPD
XSC -> WMV,ADP,IOT,CFP,FED
XSQ -> UEQ,JID,DOR,PHV,IYH
YDW -> YBZ,SBI,MZW,TMC,OLB
PKU -> EXL,KHA,IMW,LHD,HFC
WAH -> EPZ,UMQ,AO,CPG,OJC
JEI -> KLW,JMJ,GZJ,SEA,MYT
ALZ -> QDG,OXX,BDW,WVO,SKT
GTK -> WSZ,JHV,BXQ,WWN,UHR
LHM -> GL,LYY,QPI,LYH,UOJ
GCZ -> BOT,JTV,GUJ,UHM,IDF
KCC -> KYO,PVO,PLR,LYV,MAD
JNR -> HWY,YQE,ZTC,IZH,ZCV
BRE -> AI,BXN,ENW,GXO,NVX
VJF -> RMA,OUI,ACV,MOQ,LEL
EUD -> ZLE,TVC,LYO,OEN,BCF
CQA -> LIQ,VXI,NHV,ULO,BNE
PBR -> JJS,RGT,TIS,UDP,NIT
OIP -> UIM,GEN,XBS,PLS,NBB
TRS -> NKP,GHU,BFH,DMF,JWD
WQQ -> AOO,DGQ,YIK,OJG,CRL
OQL -> UZO,ZCU,QBD,WUM,WJQ
ZSD -> KJB,OJL,BUA,OIG,THU
QRE -> RWJ,CAW,ESC,EJC,JDW
OEQ -> TEU,TWJ,CNG,AW,ZJX
GIJ -> WZK,QLM,WOT,ARO,YHD
JPO -> GNN,OUI,DZO,ANX,GAV
BTF -> KFD,OPL,IMZ,BEA,HIJ
ZJO -> GSN,DSS,XDC,RPX,RR
FEH -> QCO,FLB,XHW,XOR,CXT
NNP -> SIQ,GXI,NCL,CQY,VCR
CHU -> OWF,TXG,IP,IXA,YAU
UWM -> ZCN,FPF,PFY,YIK,JKF
GRL -> FON,ILL,SNF,ZER,MAP
IAT -> YSM,COQ,IXS,HIR,IRC
VXD -> YVZ,ELW,CRG,XZA,GMM
EGQ -> WRW,GIN,LLH,CPL,GRC
PAX -> KCT,OFX,EUZ,IOC,GXC
HLT -> WDN,EXN,YDO,HVQ,GLO
GMN -> BXR,FBQ,STB,JJK,EXF
UHK -> HKW,ILS,AWQ,MUK,FIJ
GLX -> EET,MLJ,TNM,CPD,CAJ
RZY -> KVY,FEQ,PLI,ORG,KAV
QHG -> XJJ,FEU,AOG,PTF,FWL
CYF -> ZNQ,KIL,NFR,WFD,TEL
CBX -> JUF,CCN,MEX,TGF,AAH
KBT -> JMD,KVT,ZQX,PHQ,DOA
FFF -> YOS,NKL,HOU,AMQ,CWD
FRQ -> SEW,YA,CRF,FJK,RNL
ELR -> HVF,LNX,TSI,CPU,UEE
NIF -> OOG,AZH,BLS,HRS,EGO
EGI -> QMJ,KPY,OGJ,DJQ,ARH
VTS -> RBE,FBJ,NL,RP,UJF
FXO -> TBU,TLW,AYL,LGV,MZA
IRV -> QPF,BHI,LDN,BWK,ELF
XKB -> YKI,TZJ,YQW,TYP,U
ZMJ -> AAF,PMY,ZG,EVN,FZN
EAD -> OIT,GYM,GCJ,TCD,YEK
GMD -> ETV,EZD,ZEV,TPZ,KCQ
CBT -> HCM,XGP,GJE,ZVJ,YVA
TJF -> DIN,IMM,XIF,WNE,QNY
ZNX -> BXJ,WGQ,OXF,ACS,PIH
SRN -> BQT,UPK,AHT,UTR,QOX
OKL -> HGD,WER,RXB,FFA,NYI
MTA -> HAB,ZAN,NSX,FJC,RKY
HB  -> HBA,COH,IIE,MKJ,CLO
QTW -> RLN,JKG,YHM,EFR,JLU
PDN -> WDX,QIV,NHF,XZB,FSJ
NZB -> LB,TYI,IEF,FEL,RJN
HWE -> JMQ,BLB,PRH,JOK,JNJ
ROM -> GJV,DJG,LSK,DND,TJR
QLV -> BBR,LTJ,XGL,PLA,YUF
FWX -> CNW,YJA,LY,EWC,IOY
GUD -> MTX,LUA,GD,MJP,TYP
CJN -> NNX,JLZ,TOI,QY,XBO
AAF -> PVY,ZQN,LED,KME,VQF
IBE -> HPE,XBY,GEM,TUZ,ZPA
SXR -> QFJ,WKK,KGM,CRO,RLY
HBD -> ZVV,GL,KQ,VBW,IIR
YCH -> WQP,YCM,RQB,ESS,NWL
TTN -> LEJ,CEV,OIR,LNK,BNG
AS  -> HQB,BZJ,GAJ,GCC,AKB
SZC -> PPX,RIS,CMP,IGA,SPU
KJK -> SKT,GSH,KMB,RYA,QVO
IFB -> PNU,HRH,HQA,RMV,VO
QCV -> YNP,JLV,MYO,VRJ,VXX
CSA -> KYB,TWQ,NB,BWT,RJL
KUZ -> FJF,RML,LZT,RHN,VST
UMC -> WZQ,HJR,XPJ,NWA,BUI
AIC -> ZLM,MBQ,AIG,FXV,RLX
NTS -> RIW,SJU,TBU,BOK,LMX
TR  -> FDO,FLH,HUK,LWY,GZX
RIM -> LMV,DPI,JNH,RYH,PTI
IUP -> FQA,XJU,NHS,YAX,PAW
MXW -> CNY,JLJ,MSK,STE,HT
BPI -> ZIW,PNS,IXU,CHV,GCC
QKY -> BIR,XMC,DFQ,NNG,ALW
GNA -> PJK,DGX,ICC,EYT,NZZ
ASB -> FAU,DTW,YGN,Q,CTH
LIC -> FUN,COC,AUQ,LVU,FAS
IRI -> COK,ZTD,QNA,XPK,LS
UTQ -> MZD,CUP,PYX,KHK,BBJ
SXN -> TFG,EMN,QVU,JJG,VQW
BON -> WES,IWX,XNA,UML,KNW
UEK -> KAZ,HOM,PLK,FAX,TXQ
UGJ -> XRU,GAE,RYD,GWP,MNF
ZXC -> WCA,VPN,SVH,RDP,PTN
UUZ -> YAW,JKA,CCA,GPV,TAN
OG  -> QDZ,IOJ,UDA,BBM,TLX
QGB -> RAW,BRO,WMU,KSK,IWJ
VNC -> MYP,TKZ,UZS,KSY,TQZ
XYM -> FHG,LST,BET,RSY,VRF
JDC -> WAX,OTH,IIH,ZOA,RHI
FZM -> ZFL,WVH,XND,ZLV,ZGC
LRX -> CZN,PQK,LLC,PEJ,JKA
UNS -> UOJ,UZB,XXF,WUH,TWN
TSX -> TJJ,EEI,UII,ZPB,XNB
GKH -> CZX,SEK,WDB,ZCW,MN
IMB -> VDI,PMY,HEY,ZQN,TD
FFV -> VDA,DFQ,EIQ,AKC,XHK
GSS -> VJF,ZOG,KFH,THQ,NKL
WKQ -> EGF,IBR,GHV,CID,XCZ
GNM -> DFI,XUH,ZDQ,UMP,EZH
PXN -> TTF,BIA,LQR,BTX,FUA
VIF -> FMA,PRA,EAY,VYQ,BHF
BAM -> KYW,JEU,DUH,CKY,BIK
SZX -> LLI,POP,VQJ,LJ,XRC
BWY -> NPC,EIT,GCU,UPJ,ZKG
JKK -> BCM,PFE,FMB,AMX,YJE
VTK -> IKB,FEN,FYZ,PYN,CJ
OWQ -> XND,FRK,THI,AUT,SAS
SXJ -> GBK,CEK,TAE,LIP,WAV
DDA -> HNM,JKA,ETN,PBH,HDR
KVB -> JJD,IMG,FRU,IYU,KPJ
UCT -> BTJ,FDX,GBS,EQE,OGS
OLP -> WWW,GOF,BLN,GG,QHV
BAQ -> NTB,YBN,UCH,ITM,EBY
YGW -> QRC,QJC,TUC,BTG,SWN
PAS -> OJQ,CTH,GYH,QFE,VBD
BEN -> QNW,MQZ,PJI,PKX,DHL
EUB -> QGW,WWS,OJJ,LZA,QAA
VJH -> NQI,CTT,FIU,IOS,WOM
RSR -> UCG,EKB,ZJL,MSU,HRS
KSW -> GGB,QGM,ASB,SYU,NTJ
YJS -> ZZK,XQB,NYB,EKP,ZYZ
CBJ -> FN,OYL,RQV,IRP,MMC
MOE -> FGU,BL,OMY,OKC,SO
GJQ -> UOL,QOS,JMQ,XDG,ONN
XWN -> DOA,SV,AGL,VXB,XT
QKT -> ODM,RWJ,ZEC,MFY,EPS
ZZW -> UJV,OQM,TUG,LOF,SLU
DQR -> XGH,JWR,KVL,ZSZ,RYG
JIE -> PML,MAC,BTI,YFD,KAA
LIX -> KOI,PCP,PPE,ROR,CIE
ESP -> XCL,YIK,UVF,DEN,NEF
GKQ -> DWM,GKT,UHW,YEZ,WQG
RCB -> NKZ,HRV,UNF,JEF,SSF
THC -> DME,XTD,DOL,VGP,PRP
ZSU -> SGQ,RTW,BFR,PV,IMJ
JA  -> SDN,PUW,CKB,ZLV,ZNI
KKN -> JOX,ECQ,CGP,XNC,DOK
LNA -> ISE,KKE,BTE,UMF,XYB
ISR -> SQT,CBW,UXS,VMA,SXM
RAZ -> QSX,QEX,XGC,IXC,HCH
VPM -> IRX,DOS,QWL,DUY,REF
YPZ -> DQW,UVC,VVY,MXR,CWZ
ZZV -> UFE,JWQ,UNW,CEA,JGH
VRF -> JED,VBM,JJB,TAN,SZD
JAC -> TOB,PAE,YSN,PPU,TDD
AJQ -> HJF,PYP,VRO,VRM,AFT
DTG -> FTV,TFE,WFO,XJF,UFC
MTU -> DDD,IIU,HST,SNA,AJV
UAH -> GAF,HFQ,HRC,ILA,NOJ
XLG -> PTL,XHH,VXA,LYT,JAA
FAC -> SVF,YTP,AEE,SED,LRU
YU  -> TIC,EYF,AT,WYX,JVT
VDQ -> RTS,FCR,PET,SXD,CKH
WPX -> NCR,AIA,JWF,OJD,JVE
AFU -> BUI,ZWD,KUJ,TDT,DOO
ZEF -> VVQ,WNC,SZH,JAC,DCL
FVR -> ZXK,ZSM,NDD,KMK,DT
JHZ -> DAZ,EPK,YSM,SZ,VPG
PHF -> MUV,WSK,UWX,WSI,GXW
ZQR -> SJJ,XAM,JWP,RUT,LBV
SNF -> RWL,OCJ,NBA,EBG,YZI
YKO -> ISM,QAS,MAS,RI,OFD
UPO -> SGE,XCI,EUJ,KXR,YJB
NUU -> SKR,UIN,TWI,GUT,VVN
EBC -> VRC,MKZ,YZE,VBI,HDL
YQK -> UFX,UWS,ONV,RDL,CI
LSD -> KWW,ZEN,OFS,PJK,KK
HMD -> VSO,HWJ,ULZ,KXG,VFE
BTC -> EKV,QYG,KUM,YYS,EWJ
BJD -> OZC,WNN,UIT,IDM,ZEZ
OMU -> BFJ,WQP,DWH,FFS,EYL
FKD -> NE,HLV,JNL,OQL,AHT
XLH -> PF,RJY,NTM,IRY,HAV
TSG -> VFF,MRD,RDN,SWE,VJM
LTR -> XVL,MDU,LWJ,VKL,EOX
UJQ -> RBE,BRG,CIM,ABS,DJU
MGQ -> JTX,THQ,UBS,QRJ,ENZ
BPU -> GEP,UMK,NCV,SMJ,FMC
NIT -> RQD,SIN,CBC,JD,HTF
IUJ -> SNQ,DMW,LZM,GZR,PLL
RXC -> MZC,CFF,LDI,XTO,QR
TIK -> LRJ,XCF,WGR,QMG,GEH
VOB -> NFY,CKR,KIM,YPU,VPG
NGX -> QZA,MAV,YVR,NCF,CEZ
HMM -> ZRN,HNP,GAE,XDS,LQS
GKO -> CAI,MDJ,SRL,RUC,QMT
RZJ -> RIV,INB,UYU,LUI,IUK
LCR -> RKO,FDD,RZY,JTF,LQF
GUH -> UCU,PEQ,ZBH,WAD,LRA
HJL -> FJP,EKH,EIF,HSC,QAM
PYZ -> YQ,GZG,XMG,CKS,IAJ
WEP -> NUP,LEG,WIH,XNU,ROS
UOC -> TZR,LEX,HOQ,UHL,MLX
IOR -> SUN,MK,HJM,KEI,IEQ
JAD -> ZQD,YVF,CTA,BS,EYX
HTN -> ADE,JQI,BGT,CFO,QPJ
YWJ -> QYH,KT,ISN,KHW,DXI
ILF -> SWX,PZX,LVC,RQM,RAB
VNB -> QAF,QJK,FSD,BNJ,HEA
GTH -> IE,RYD,UXN,UQK,LYD
PLH -> BFN,AAR,HCS,BSC,IAP
KBV -> AKZ,EHU,IQL,VDM,XYR
RBG -> BCY,HPQ,VYI,KKO,OY
DUP -> GUU,UMN,AMA,NFJ,IXG
GHH -> ZQE,IKP,DJA,TYW,YSD
JVA -> RT,NRD,BWL,RCS,UQL
CBR -> YLF,WPP,AXL,GAV,IFF
OBO -> FJE,TNZ,BPK,TOR,IVN
VM  -> OIS,BSV,IRP,CLG,MWM
SHG -> ZFB,FLM,YKI,BOV,LGF
CWH -> VUG,VZV,NES,AB,IUE
SIK -> UMG,CLK,QZH,BOZ,GFF
YKL -> SAE,ORE,ERD,WYG,KSL
DGC -> RMF,SJI,UNJ,RYJ,ZSN
CNL -> JYT,QVF,CAZ,MJF,NQI
PKI -> OV,ABV,BJZ,FZI,TDC
HEB -> TIV,VFN,WZN,CLJ,AWY
ZTZ -> VBX,BTX,AOL,TUE,QJQ
EAV -> TPW,WYY,LYY,KMZ,XRK
MOP -> HDM,NTL,JLA,GUO,OOE
LQ  -> IEM,AKK,DFR,OO,RPP
HIP -> MGG,XZS,YZB,NSY,VVO
EDX -> EGH,QTM,KBH,PL,WUH
UWI -> CEL,EVY,CRP,SUH,EHD
TGK -> VBJ,WDR,QYV,GWS,CRF
LVH -> KTH,YSV,SVC,DXU,SJI
GMK -> VRF,UGQ,YB,AMB,UDO
ZBG -> GIP,ONF,LQQ,KHN,JUE
JJY -> QJR,HCV,LWY,LQV,AGO
OGL -> AYQ,VJE,HLZ,HIU,WTC
ETW -> VCR,IKA,GVJ,HCU,NGA
MZY -> XPH,XOQ,EUK,ZGH,JVW
HYW -> OIJ,ZAF,SZC,GAO,XCA
GDP -> UNH,FDB,FYO,PFW,CSX
LQI -> XOS,YOE,GNQ,WOW,UWH
MNK -> BKE,YRT,JIK,UEJ,EMO
QPL -> WPT,FLH,ASU,SNE,MGL
ENK -> AJP,GOT,AGC,EJS,WTI
XIR -> NSP,FPY,AYY,VVL,SXL
AQ  -> DUM,CXT,KZJ,DSZ,KQW
ZGL -> AXR,HGX,ROD,KDU,EMB
RFU -> TIY,XRD,DSM,TJB,VIQ
XNL -> NYZ,LUT,YGS,WVI,WFX
QDJ -> QPI,UOY,WQD,XGC,FHT
ATU -> YUJ,OEH,QDE,VMD,XRO
ZCE -> DGQ,YHM,OAG,ZCD,SCF
BEZ -> MUX,RWV,FYJ,CCZ,EBJ
NCP -> FWX,QPD,HOA,FPF,GET
FXV -> CZF,FO,XAT,YQN,CDE
QWT -> XDH,NJJ,HUC,UZU,XBV
IMR -> EMM,DBD,BER,YD,UP
BHN -> FYL,YGC,OVZ,YFP,VPD
UJZ -> SLF,KVH,SDK,XWI,MLK
YIV -> LUU,BSK,NCZ,ZHR,JTZ
ZBO -> XAS,LUC,VJA,SGM,RMD
LKD -> TA,IPC,TAP,ZHY,VKK
JCU -> TNR,LTW,DUZ,RMD,GB
NUY -> HUW,CTI,TTL,KMO,HOO
QPP -> BBK,QAX,JMA,CWL,UMW
NJJ -> XDA,WAY,ACW,XWC,ETD
GUV -> VCZ,IFN,UNX,QAX,DUS
UNL -> YOQ,XWK,GIH,JSQ,NOE
YRJ -> JOV,MDZ,WYH,RG,HWM
YGP -> IPA,BKJ,JLS,RFH,YXW
LUT -> FFE,OIG,CVN,JMB,SIW
IIJ -> SYX,IME,LI,WHL,WZN
FFT -> DRK,GAF,GC,KEP,UWO
RYQ -> UJE,YIL,FNX,YV,FXY
YQC -> QHA,JLW,LXQ,LWO,NGS
KXN -> FVU,WNE,IHH,MPG,SCX
XHV -> APV,WJF,BCX,OCN,KBC
ZFY -> BDF,YEL,EAF,QBA,UEL
DZM -> ZWX,PUW,LXQ,YNZ,UGI
CRJ -> LP,CHI,LCE,QVT,VQM
SHY -> DXR,AUU,TPT,SMV,ZWV
LAQ -> VLU,IDO,VCH,IWV,EGT
BDP -> KMN,N,FIG,UAK,VZD
XHZ -> TGF,IQF,IQC,VMC,QPW
GGQ -> HQZ,GZM,GYR,AOH,GZA
TUL -> MGT,EKA,BXQ,JLG,PFK
VHQ -> VZY,WOW,DDZ,WW,QTP
MNL -> NYJ,FLL,ILW,FQN,AYH
LUI -> RRT,EHS,RGP,E,TFC
NRM -> COP,ZMZ,ITJ,NND,PAP
BNL -> KAK,KKN,PZY,PYD,PFE
BGT -> PSP,AFX,HIW,QZV,IEF
EOL -> NJG,SEB,IXN,NGR,EWD
WHS -> IRV,LOC,DZO,AWK,BWD
TDI -> UTP,NNK,PHA,KIV,SPC
TNZ -> QQR,LRJ,LBC,VAN,VFH
ZWL -> UYE,YCC,WIN,WDP,GSW
QIM -> DIJ,MUS,AHV,JRH,GCL
NSZ -> OWB,ZCJ,AS,LAT,KJE
QYU -> MBL,ZOE,BVO,OMO,MXP
QKI -> GFQ,GIL,HXB,OUD,FLP
QXT -> USO,WMD,JUB,UPX,SKM
EPT -> DPE,USP,NKO,SZR,ULF
OUB -> GBV,UHP,KSW,EEB,AZB
BPL -> XAF,VEI,IIS,PCF,FUZ
GGN -> FUC,EZD,FJE,WXR,BFG
RFP -> PEO,HJI,UOX,ARY,YQE
VUE -> PWT,CYD,NFY,GHX,KDG
HXE -> YJF,OWD,HQQ,HXM,TSL
MDD -> JNV,HLQ,IBB,BBQ,LRP
YKC -> QRW,USZ,ULV,RBY,VEK
GF  -> PAZ,SSR,CWS,QTT,FCE
EUO -> OCS,ZQN,ETB,KSO,RVH
MEU -> PUT,QIL,FAP,MIH,IRS
VNE -> TUQ,CUW,UEQ,IXJ,ZAR
YFP -> WGH,MXH,EYB,ILC,IRV
UDN -> JMP,HNK,IOQ,ZKW,NNN
VCD -> YFG,TUF,XQQ,KMM,MZC
HVR -> SYS,DLQ,EJA,EJQ,MQS
JUO -> HIX,RAO,NJN,FDU,JYO
JLK -> XYO,VCF,SIZ,ZAO,BPJ
HBK -> FAN,URH,ZRG,BTK,XW
JTG -> BGD,UDQ,RPV,XJE,DZR
XTM -> WSN,IDY,XLR,NRC,WAK
WKO -> BBH,KHO,GUC,VON,JJD
GRD -> HGH,WND,RYW,BX,VPS
TOA -> NKP,XVI,VGB,WVT,GIX
WAW -> QHF,VWW,SVS,NT,RZV
UOI -> QSU,VFT,SPM,DD,XXV
DEV -> HTR,HAV,YX,WPH,FUZ
WHL -> ATX,QSL,IHC,CHJ,TY
NZE -> AIG,GSO,SQV,AAJ,LDY
PDC -> GRD,LCV,ZEV,TZX,ZOD
EU  -> HSH,RBZ,STP,RIU,AEA
NAH -> ISX,LQF,XAW,MR,AIA
QOF -> HZS,CTF,FIO,UMC,NTT
QBO -> QAP,BDT,COX,YTL,YNK
SCO -> PEL,DFV,QQW,HZU,JVG
TVT -> EIQ,AAS,RAL,VVJ,RHJ
ZCD -> ZJH,GKK,SZ,JBZ,JYG
VRH -> VJT,NUZ,WUT,TRS,OPI
VXN -> KTD,XTO,GXQ,LLV,FAW
MMJ -> WVA,ZWV,MPE,MRG,KNV
ELI -> HOO,KSE,WLF,EVI,SHP
DYK -> ZVC,RKD,SRK,IUJ,ZTL
OLZ -> SD,MSJ,HVA,CIA,ODY
NGV -> BEW,BIF,CWT,LVV,ESH
KNR -> FGP,YNO,IBX,YKW,XZF
DFH -> MTB,GSY,OBC,RQQ,FWT
JWS -> WBS,VMK,ZRY,DUO,GTR
NOA -> JTW,KJO,VPJ,QBM,TWT
QAC -> RN,CMI,VWL,NMK,WHZ
AEA -> QCT,WFJ,AIB,IWG,XZL
HVB -> TXA,KJT,JRC,KEP,XOH
PCE -> FEY,QJH,EAX,UIE,XZE
TQV -> QLD,RRA,MBV,BYM,XUW
EHN -> RDV,HIV,YQW,RSZ,FVE
XVA -> FQQ,ZYP,YGI,WVK,TEQ
RTS -> AQF,SVV,XZC,CPY,CAH
EOP -> NBU,TYV,AJI,NBE,KIU
EEH -> MTC,AEP,ALM,QDM,RZT
TXA -> NJM,AMZ,XIN,AMY,JZX
HPQ -> NDU,FAN,TLZ,GQP,HTD
EMM -> KMQ,IDP,HKP,BST,EXZ
YKS -> CVA,AMU,KTD,RLR,SHJ
TQP -> SOR,VNT,YTI,TCU,VQE
EYW -> LNF,PVA,MFR,CY,MSA
UP  -> TOQ,KUB,EYZ,UVH,ETR
HZC -> OGA,XAM,WVO,QIZ,BCA
OXD -> RLE,LCP,OUL,DRP,VDT
TQD -> DEB,IFG,RNC,WJG,SYN
LNL -> RQF,YIS,BSI,GWZ,DQD
VNN -> LKR,MOK,OTT,GG,POP
HTI -> UVG,DXR,IGE,QBK,RYN
WMP -> PXR,DBU,BMI,YSI,FKL
CAO -> KBW,ZRL,QE,LWJ,AJT
TXJ -> CYX,SGY,VJI,FXD,WQR
YRA -> JSW,QMG,XJB,URQ,HZZ
IVO -> IIW,GIF,IQQ,JCP,HGJ
VDO -> NSQ,EEO,SET,BSB,UUC
GLV -> STW,DYU,IJZ,XTO,AJV
YCO -> VAZ,NKC,QZQ,EKU,MGF
JGF -> IFR,BWG,OAY,IXB,IGN
ZTE -> YK,QPS,ZOF,WJP,YBF
JHC -> QWJ,ECP,NGU,EYB,GLS
WBL -> EHA,JJA,ZVZ,SEZ,QGO
ZBW -> KJQ,MNM,UBZ,HQO,QGQ
RU  -> FPB,EON,CDE,VXX,NIF
JZS -> QZB,MTO,JET,VQI,DYN
AJN -> LUC,AKZ,WGN,LTQ,OCJ
TXE -> XSD,KPU,GPL,SGP,RNC
YVS -> KBW,HQA,HVK,IJP,BEK
SGN -> MBQ,RGT,BOD,VLE,SWC
MJU -> USW,BOQ,MMT,KIA,BDC
XDV -> OLX,RHR,OTO,CJI,CYJ
ORN -> JQ,CVJ,ZKW,TMY,IKE
ZIG -> KHD,EZX,EGU,JSO,UGI
ZHM -> BRP,ICC,ESH,OZD,DMD
CGL -> GBN,OOE,PUY,APJ,EED
NZR -> SXT,NHZ,VPS,USC,DLD
JMI -> IKX,QAY,EXY,IRJ,NLY
EKK -> WUA,VYL,NVM,CZS,VYM
AMN -> CUC,PSB,JGH,HXA,SVY
NTU -> YM,CIS,QIJ,GLR,HNX
JEF -> BTL,YJV,CQP,YEM,TFO
VLA -> CFH,BHC,GQT,ZWC,TO
WYI -> WFJ,QHB,ADI,OHW,UAM
KUD -> TMJ,ANY,XRW,SZY,KMI
GGH -> KRH,AW,DZZ,GPZ,ZSM
IGJ -> WYM,FLH,BXL,JBP,RM
FLY -> QKC,OOG,XYW,RVR,OPT
RNS -> MSR,GEK,VIF,NGS,LQZ
ISQ -> HIB,RSP,DCM,SQS,CUE
DOO -> YQX,HCD,PNL,CYT,ECX
EBJ -> QTK,GEI,OOK,DDR,PDY
APK -> IUV,NIG,NVX,JLX,XHV
WYN -> UWE,UCX,GCO,LYD,AKS
XVH -> AWM,SYX,JZD,SHT,SAF
RTV -> LPG,IRB,VFP,DFD,ILP
IVR -> AEO,ZIJ,IIZ,KJB,FE
LDA -> XGE,POI,TGC,OWS,HHG
GFP -> MZU,XQL,IIU,IEY,MDV
LPE -> ANL,FXR,IMB,UTD,AHT
WVO -> OQB,LAJ,MPP,YVZ,MYO
XEH -> SEH,ZKA,UDV,TJE,FBN
QA  -> JWL,UKI,MDX,DMQ,CCE
YZC -> VBJ,XQF,RXL,CMR,WXI
XKL -> TOX,XLL,UII,RXH,WAS
LBE -> JQK,TXF,COA,PDE,DYU
KNG -> WRN,LES,AJU,XCG,ANP
CIV -> UJI,HTP,UCP,XQ,NGH
YDZ -> QPO,VOQ,OCB,JVJ,FQX
OFN -> GVM,MNV,DIX,EDA,WKA
LMZ -> ARI,EHZ,DLE,TKY,PTV
FXU -> KWI,MSV,XQD,TDM,FDG
YAA -> DCS,ZHK,IDM,IBD,PGY
QWM -> WGF,BRY,IPO,AED,RTB
OYP -> ZOF,WVT,BGA,GXB,NUU
FOR -> ZQM,QKM,IKL,NNU,BZG
BBB -> SOA,RRE,YKI,HMR,STN
AUP -> KDU,IVT,XAL,DIA,WXE
NMI -> WWL,WGE,MIQ,DYY,UCF
QLW -> IDQ,PTC,FGD,IFT,VKB
NBC -> GFH,IWK,MYL,ABU,YVD
QZJ -> NNJ,NPC,QJR,PHR,ENE
KCJ -> HRZ,AFG,BRC,LOQ,NPN
ZWC -> SBY,OVH,OMJ,CXP,XSR
MWS -> JTH,TKX,GRB,UHJ,JTI
QKQ -> VLU,ARL,WYO,GYN,CNS
YE  -> MDN,DAA,TZY,OKI,NZK
LTU -> UXI,AR,KSH,PAW,WDN
PZS -> TSN,ODA,DMR,SGK,IYW
DNF -> PJL,ATX,ZTQ,IYX,AMF
EMR -> LAG,EES,YQG,VZG,CDS
ZNV -> KJW,SFD,YCB,YUD,SPV
YHS -> WSH,QPN,YCZ,LAE,LRV
CAY -> ON,ELV,HIS,WJR,CBK
FAH -> GJY,NPI,KAY,ACU,BSC
CCK -> DZI,LYS,JNZ,OBZ,LTA
PNZ -> BHQ,HXJ,HEE,WBN,EXJ
ROV -> HDZ,QJK,NDZ,OWO,ZMF
KRB -> HIQ,CHC,VZY,EHB,NRQ
HHP -> UOK,GBD,XKQ,VVS,EYO
WH  -> BD,PYX,XDX,MMK,IBB
HQA -> KTM,CFF,QFN,VMO,ZIQ
BMV -> BVL,VZZ,JDP,MQS,QWJ
WWO -> WOU,FBQ,LAQ,FBP,VOU
